doc_id,year,section_title,total_pages_in_section,unknown_subsection_pages,unknown_subsection_rate
Shetland-2020-2021,2020-2021,SOCIAL CARE,4,4,1.0
Shetland-2020-2021,2020-2021,STAFF COMPOSITION (UNAUDITED INFORMATION),1,1,1.0
Shetland-2020-2021,2020-2021,STAFF COSTS (AUDITED INFORMATION),1,1,1.0
Shetland-2020-2021,2020-2021,SUMMARY OF CORE REVENUE RESOURCE OUT-TURN,1,1,1.0
Shetland-2020-2021,2020-2021,SUMMARY RESOURCE OUT-TURN,1,1,1.0
Shetland-2020-2021,2020-2021,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,2,2,1.0
Shetland-2020-2021,2020-2021,THE TRADE UNION (FACILITY TIME PUBLICATION REQUIREMENTS) REGULATIONS 2017 CAME,1,1,1.0
Shetland-2020-2021,2020-2021,UNSCHEDULED CARE,6,6,1.0
Shetland-2020-2021,2020-2021,Unknown,2,1,0.5
Shetland-2020-2021,2020-2021,VALUE OF LAND,1,1,1.0
Shetland-2020-2021,2020-2021,WITNESS EVENTS,1,1,1.0
Shetland-2021-2022,2021-2022,2021 TOTAL,2,2,1.0
Shetland-2021-2022,2021-2022,31 MARCH,9,9,1.0
Shetland-2021-2022,2021-2022,31 MARCH 2022,4,3,0.75
Shetland-2021-2022,2021-2022,ACCOUNTABILITY REPORT,1,1,1.0
Shetland-2021-2022,2021-2022,ACTUAL OUT-TURN VARIANCE,1,1,1.0
Shetland-2021-2022,2021-2022,ANALYSIS OF OTHER IMPORTANT NON-FINANCIAL INDICATORS,5,5,1.0
Shetland-2021-2022,2021-2022,ANALYSIS OF THE CLINICAL KEY PERFORMANCE STATISTICS,1,1,1.0
Shetland-2021-2022,2021-2022,ASSET CATEGORY,3,3,1.0
Shetland-2021-2022,2021-2022,AUTHORISED BUT NOT CONTRACTED,4,0,0.0
Shetland-2021-2022,2021-2022,B) FOREIGN CURRENCY RISK,2,2,1.0
Shetland-2021-2022,2021-2022,BEST VALUE,2,0,0.0
Shetland-2021-2022,2021-2022,BUILDINGS DWELLINGS,7,3,0.42857142857142855
Shetland-2021-2022,2021-2022,CERTIFIED DELIVERY EVENTS,1,1,1.0
Shetland-2021-2022,2021-2022,CLINICAL AND MEDICAL NEGLIGENCE COSTS,10,2,0.2
Shetland-2021-2022,2021-2022,COMPLIANCE NATIONAL TARGET,5,5,1.0
Shetland-2021-2022,2021-2022,CONSOLIDATED STATEMENT OF CHANGES IN TAXPAYERS’ EQUITY,3,3,1.0
Shetland-2021-2022,2021-2022,CONSOLIDATED STATEMENT OF FINANCIAL POSITION AS AT 31 MARCH 2022,2,2,1.0
Shetland-2021-2022,2021-2022,COVID-19 RISK ISSUE,1,1,1.0
Shetland-2021-2022,2021-2022,DELAYED DISCHARGES,6,6,1.0
Shetland-2021-2022,2021-2022,DIRECTION BY THE SCOTTISH MINISTERS,2,2,1.0
Shetland-2021-2022,2021-2022,DIRECTLY PROVIDED HEALTHCARE,2,2,1.0
Shetland-2021-2022,2021-2022,EFFICIENCY SAVINGS,3,3,1.0
Shetland-2021-2022,2021-2022,ENDOWMENT INTRA GROUP,2,2,1.0
Shetland-2021-2022,2021-2022,ENDOWMENT SHETLAND,1,1,1.0
Shetland-2021-2022,2021-2022,ENVELOPE ID: 56BECE47FAF34898A7B9C952402F6FF4,1,1,1.0
Shetland-2021-2022,2021-2022,FIGURE 15—PHOTO SHOWING AMD INJECTION AT GILBERT BAIN HOSPITAL,1,1,1.0
Shetland-2021-2022,2021-2022,FIGURE 16—VIDEO SHOWING TOUR OF VANGUARD MOBILE THEATRE,2,2,1.0
Shetland-2021-2022,2021-2022,FIGURE 19—DIAGRAM SHOWING RISK MANAGEMENT GOVERNANCE STRUCTURE,2,1,0.5
Shetland-2021-2022,2021-2022,FIGURE 1—MAP OF SHETLAND,1,1,1.0
Shetland-2021-2022,2021-2022,GOVERNANCE STATEMENT,4,2,0.5
Shetland-2021-2022,2021-2022,GROSS SALARY,3,3,1.0
Shetland-2021-2022,2021-2022,HEAD COUNT OF STAFF,1,1,1.0
Shetland-2021-2022,2021-2022,INFORMATION GOVERNANCE,1,1,1.0
Shetland-2021-2022,2021-2022,INTRA GROUP,9,9,1.0
Shetland-2021-2022,2021-2022,LIABILITIES AT FAIR,3,3,1.0
Shetland-2021-2022,2021-2022,MEDICAL LEGAL,3,1,0.3333333333333333
Shetland-2021-2022,2021-2022,NARRATIVE EXPLANATION,3,3,1.0
Shetland-2021-2022,2021-2022,NOTE 12—TRADE AND OTHER PAYABLES,2,0,0.0
Shetland-2021-2022,2021-2022,NOTE 19—FINANCIAL INSTRUMENTS,4,0,0.0
Shetland-2021-2022,2021-2022,NOTE 1—ACCOUNTING POLICIES,2,0,0.0
Shetland-2021-2022,2021-2022,NOTE 21—CONSOLIDATION OF SUBSIDIARIES AND DISCLOSURE OF INTEREST,1,0,0.0
Shetland-2021-2022,2021-2022,NOTE 4—OPERATING INCOME,1,0,0.0
Shetland-2021-2022,2021-2022,NOTE 5—SEGMENTAL ANALYSIS,1,0,0.0
Shetland-2021-2022,2021-2022,NOTE 6—INTANGIBLE ASSETS,1,0,0.0
Shetland-2021-2022,2021-2022,NOTE 8—INVENTORIES AND WORK IN PROGRESS,5,0,0.0
Shetland-2021-2022,2021-2022,PERFORMANCE OVERVIEW REPORT,4,4,1.0
Shetland-2021-2022,2021-2022,POSITION HELD,2,2,1.0
Shetland-2021-2022,2021-2022,REMUNERATION AND STAFF REPORT,1,1,1.0
Shetland-2021-2022,2021-2022,RISK AND CONTROL FRAMEWORK,1,1,1.0
Shetland-2021-2022,2021-2022,RISK DESCRIPTION,2,2,1.0
Shetland-2021-2022,2021-2022,SCOTTISH PARLIAMENT,4,2,0.5
Shetland-2021-2022,2021-2022,SHORT-TERM EMPLOYEE BENEFITS,1,1,1.0
Shetland-2021-2022,2021-2022,STAFF REPORT,3,3,1.0
Shetland-2021-2022,2021-2022,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,1,1,1.0
Shetland-2021-2022,2021-2022,STATEMENT OF FINANCIAL POSITION,1,1,1.0
Shetland-2021-2022,2021-2022,SUMMARY OF CORE REVENUE RESOURCE OUT-TURN,1,1,1.0
Shetland-2021-2022,2021-2022,SUMMARY RESOURCE OUT-TURN,1,1,1.0
Shetland-2021-2022,2021-2022,THE ENDOWMENT FUND IS REGISTERED WITH THE OFFICE OF THE SCOTTISH CHARITY REGULATOR,1,1,1.0
Shetland-2021-2022,2021-2022,THE IJB REVIEWED THE 2022–2025 STRATEGIC COMMISSIONING PLAN ON 17 FEBRUARY,4,4,1.0
Shetland-2021-2022,2021-2022,THE REMUNERATION AND STAFF REPORT,2,2,1.0
Shetland-2021-2022,2021-2022,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,2,2,1.0
Shetland-2021-2022,2021-2022,THE TRADE UNION (FACILITY TIME PUBLICATION REQUIREMENTS) REGULATIONS 2017 CAME,3,3,1.0
Shetland-2021-2022,2021-2022,WHOLE TIME EQUIVALENT,1,1,1.0
Shetland-2022-2023,2022-2023,1 APRIL 2015 TO EXTEND THE RETIREMENT AGE TO THE STATE PENSION AGE AND TO CALCULATE,1,1,1.0
Shetland-2022-2023,2022-2023,2022 TOTAL,6,2,0.3333333333333333
Shetland-2022-2023,2022-2023,23 JUNE 2023,1,1,1.0
Shetland-2022-2023,2022-2023,31 MARCH,7,7,1.0
Shetland-2022-2023,2022-2023,31 MARCH 2023,2,2,1.0
Shetland-2022-2023,2022-2023,ACCOUNTABILITY REPORT,1,1,1.0
Shetland-2022-2023,2022-2023,ACTUAL OUT-TURN VARIANCE,1,1,1.0
Shetland-2022-2023,2022-2023,ARTIST STUART PEARSON WRIGHT PAINTED A BEAUTIFUL PORTRAIT OF SHETLAND KNITTER HARRIET,1,1,1.0
Shetland-2022-2023,2022-2023,ASSET CATEGORY,5,5,1.0
Shetland-2022-2023,2022-2023,AT 1 APRIL 2022,3,0,0.0
Shetland-2022-2023,2022-2023,AT 31 MARCH,1,1,1.0
Shetland-2022-2023,2022-2023,B) FOREIGN CURRENCY RISK,2,2,1.0
Shetland-2022-2023,2022-2023,BASIS OF CONSOLIDATION,4,4,1.0
Shetland-2022-2023,2022-2023,BEST VALUE,2,0,0.0
Shetland-2022-2023,2022-2023,BUILDING WORKS,1,1,1.0
Shetland-2022-2023,2022-2023,BUILDINGS DWELLINGS,6,4,0.6666666666666666
Shetland-2022-2023,2022-2023,COMPLIANCE NATIONAL TARGET,2,2,1.0
Shetland-2022-2023,2022-2023,CONSOLIDATED STATEMENT OF CHANGES IN TAXPAYERS’ EQUITY FOR THE,3,3,1.0
Shetland-2022-2023,2022-2023,CONSOLIDATED STATEMENT OF FINANCIAL POSITION AS AT 31 MARCH 2023,2,2,1.0
Shetland-2022-2023,2022-2023,CORE RRL,1,1,1.0
Shetland-2022-2023,2022-2023,CORRESPONDING AMOUNTS,5,5,1.0
Shetland-2022-2023,2022-2023,COVID-19 RISK ISSUE,1,1,1.0
Shetland-2022-2023,2022-2023,DIRECTION BY THE SCOTTISH MINISTERS,2,2,1.0
Shetland-2022-2023,2022-2023,DIRECTLY PROVIDED HEALTHCARE,2,2,1.0
Shetland-2022-2023,2022-2023,ENDOWMENT INTRA GROUP,2,2,1.0
Shetland-2022-2023,2022-2023,ENDOWMENT SHETLAND,1,1,1.0
Shetland-2022-2023,2022-2023,FIGURE 13—EXTRACT FROM HEALTH AND CARE EXPERIENCE REPORT PUBLISHED BY PUBLIC,3,3,1.0
Shetland-2022-2023,2022-2023,FIGURE 1—MAP OF SHETLAND,1,1,1.0
Shetland-2022-2023,2022-2023,FIGURE 21—DIAGRAM SHOWING RISK REGISTER HIERARCHY,4,1,0.25
Shetland-2022-2023,2022-2023,GENERAL FUND RECEIVABLES AND PAYABLES,1,1,1.0
Shetland-2022-2023,2022-2023,GOVERNANCE STATEMENT,6,2,0.3333333333333333
Shetland-2022-2023,2022-2023,GROSS SALARY,4,4,1.0
Shetland-2022-2023,2022-2023,HEAD COUNT OF STAFF,1,1,1.0
Shetland-2022-2023,2022-2023,INTRA GROUP,9,9,1.0
Shetland-2022-2023,2022-2023,LIABILITIES AT FAIR,3,3,1.0
Shetland-2022-2023,2022-2023,MEDICAL LEGAL,3,1,0.3333333333333333
Shetland-2022-2023,2022-2023,NARRATIVE EXPLANATION,2,2,1.0
Shetland-2022-2023,2022-2023,NATIONAL EMPLOYMENT SAVINGS TRUST (NEST),1,1,1.0
Shetland-2022-2023,2022-2023,NOTE 12—TRADE AND OTHER PAYABLES,2,0,0.0
Shetland-2022-2023,2022-2023,NOTE 19—FINANCIAL INSTRUMENTS,4,0,0.0
Shetland-2022-2023,2022-2023,NOTE 1—ACCOUNTING POLICIES,1,0,0.0
Shetland-2022-2023,2022-2023,NOTE 21—CONSOLIDATION OF SUBSIDIARIES AND DISCLOSURE OF INTEREST,1,0,0.0
Shetland-2022-2023,2022-2023,NOTE 4—OPERATING INCOME,1,0,0.0
Shetland-2022-2023,2022-2023,NOTE 5—SEGMENTAL ANALYSIS,1,0,0.0
Shetland-2022-2023,2022-2023,NOTE 6—INTANGIBLE ASSETS,1,0,0.0
Shetland-2022-2023,2022-2023,NOTE 9—TRADE AND OTHER RECEIVABLES,4,0,0.0
Shetland-2022-2023,2022-2023,PENSION LIABILITIES,3,3,1.0
Shetland-2022-2023,2022-2023,PERFORMANCE OVERVIEW REPORT,4,4,1.0
Shetland-2022-2023,2022-2023,POSITION HELD,2,2,1.0
Shetland-2022-2023,2022-2023,RELATED PARTY TRANSACTIONS,1,1,1.0
Shetland-2022-2023,2022-2023,REMUNERATION AND STAFF REPORT,1,1,1.0
Shetland-2022-2023,2022-2023,RIGHT OF USE (ROU) REMEASUREMENT LOSS,4,2,0.5
Shetland-2022-2023,2022-2023,RISK DESCRIPTION,2,2,1.0
Shetland-2022-2023,2022-2023,SECTION 5 PERFORMANCE ANALYSIS REPORT,5,5,1.0
Shetland-2022-2023,2022-2023,STAFF REPORT,2,2,1.0
Shetland-2022-2023,2022-2023,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,1,1,1.0
Shetland-2022-2023,2022-2023,SUSTAINABILITY AND ENVIRONMENTAL REPORTING,6,6,1.0
Shetland-2022-2023,2022-2023,THE REMUNERATION AND STAFF REPORT,2,0,0.0
Shetland-2022-2023,2022-2023,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,2,2,1.0
Shetland-2022-2023,2022-2023,THE TRADE UNION (FACILITY TIME PUBLICATION REQUIREMENTS) REGULATIONS 2017 CAME,6,2,0.3333333333333333
Shetland-2022-2023,2022-2023,UNSCHEDULED CARE,5,5,1.0
Shetland-2022-2023,2022-2023,Unknown,2,1,0.5
Shetland-2022-2023,2022-2023,WHOLE TIME EQUIVALENT,1,1,1.0
Shetland-2023-2024,2023-2024,ACCOUNTABILITY REPORT,125,1,0.008
Shetland-2023-2024,2023-2024,ANALYSIS OF THE CLINICAL KEY PERFORMANCE STATISTICS,3,1,0.3333333333333333
Shetland-2023-2024,2023-2024,CAPITAL RESOURCE LIMIT (CRL),2,2,1.0
Shetland-2023-2024,2023-2024,COMPLIANCE NATIONAL TARGET,1,1,1.0
Shetland-2023-2024,2023-2024,DIRECTLY PROVIDED HEALTHCARE,3,1,0.3333333333333333
Shetland-2023-2024,2023-2024,FIGURE 14—EXTRACT FROM HEALTH AND CARE EXPERIENCE REPORT PUBLISHED BY PUBLIC,7,1,0.14285714285714285
Shetland-2023-2024,2023-2024,FIGURE 1—MAP OF SHETLAND,1,1,1.0
Shetland-2023-2024,2023-2024,PENSION LIABILITIES,1,1,1.0
Shetland-2023-2024,2023-2024,PERFORMANCE OVERVIEW REPORT,3,1,0.3333333333333333
Shetland-2023-2024,2023-2024,RISK DESCRIPTION,1,1,1.0
Shetland-2023-2024,2023-2024,SECTION 2 - OVERVIEW,1,1,1.0
Shetland-2023-2024,2023-2024,SECTION 4 - PERFORMANCE SUMMARY APPRAISAL,1,1,1.0
Shetland-2023-2024,2023-2024,SECTION 5 PERFORMANCE ANALYSIS REPORT,5,1,0.2
Shetland-2023-2024,2023-2024,UNSCHEDULED CARE,5,1,0.2
Shetland-2023-2024,2023-2024,Unknown,1,1,1.0
Shetland-2024-2025,2024-2025,2024 TOTAL,2,2,1.0
Shetland-2024-2025,2024-2025,31 MARCH 2020 CONFIRMED THAT AN INCREASE IN THE EMPLOYER CONTRIBUTION RATE FROM,2,2,1.0
Shetland-2024-2025,2024-2025,31 MARCH 2025,5,4,0.8
Shetland-2024-2025,2024-2025,ACCOUNTABILITY REPORT,1,1,1.0
Shetland-2024-2025,2024-2025,ACCOUNTING CONVENTION,3,3,1.0
Shetland-2024-2025,2024-2025,ANALYSIS OF OTHER IMPORTANT NON-FINANCIAL INDICATORS,4,4,1.0
Shetland-2024-2025,2024-2025,AND HM (HIS MAJESTY’S) GOVERNMENT AND THE SPFM RISK MANAGEMENT - GOOD PRACTICE,1,1,1.0
Shetland-2024-2025,2024-2025,ASSET CATEGORY,4,4,1.0
Shetland-2024-2025,2024-2025,ASSETS UNDER,6,4,0.6666666666666666
Shetland-2024-2025,2024-2025,AT 1 APRIL 2024,3,0,0.0
Shetland-2024-2025,2024-2025,B) FOREIGN CURRENCY RISK,2,0,0.0
Shetland-2024-2025,2024-2025,BEST VALUE,1,1,1.0
Shetland-2024-2025,2024-2025,CAPITAL COMMITMENTS,1,0,0.0
Shetland-2024-2025,2024-2025,COMPLIANCE NATIONAL TARGET,1,1,1.0
Shetland-2024-2025,2024-2025,CONSOLIDATED STATEMENT OF CHANGES TO TAXPAYERS EQUITY FOR THE,3,3,1.0
Shetland-2024-2025,2024-2025,CONSOLIDATED STATEMENT OF FINANCIAL POSITION AS AT 31 MARCH 2025,2,2,1.0
Shetland-2024-2025,2024-2025,CORPORATE GOVERNANCE,2,2,1.0
Shetland-2024-2025,2024-2025,CORRESPONDING AMOUNTS,4,1,0.25
Shetland-2024-2025,2024-2025,DELAYED DISCHARGES,6,5,0.8333333333333334
Shetland-2024-2025,2024-2025,DIRECTION BY THE SCOTTISH MINISTERS,2,2,1.0
Shetland-2024-2025,2024-2025,DIRECTLY PROVIDED HEALTHCARE,3,3,1.0
Shetland-2024-2025,2024-2025,DIRECTOR’S GROSS,2,2,1.0
Shetland-2024-2025,2024-2025,ENDOWMENT INTRA GROUP,2,2,1.0
Shetland-2024-2025,2024-2025,ENDOWMENT SHETLAND,1,1,1.0
Shetland-2024-2025,2024-2025,FIGURE 14—WALLS AGRICULTURAL SHOW PUBLIC ENGAGEMENT,2,2,1.0
Shetland-2024-2025,2024-2025,FIGURE 18—DIAGRAM SHOWING RISK MANAGEMENT GOVERNANCE STRUCTURE,3,3,1.0
Shetland-2024-2025,2024-2025,FIGURE 1—MAP OF SHETLAND,1,1,1.0
Shetland-2024-2025,2024-2025,FINANCIAL REPORTING FRAMEWORK,2,0,0.0
Shetland-2024-2025,2024-2025,FREEDOM OF INFORMATION,2,2,1.0
Shetland-2024-2025,2024-2025,GOVERNANCE STATEMENT,2,2,1.0
Shetland-2024-2025,2024-2025,GROSS SALARY,6,6,1.0
Shetland-2024-2025,2024-2025,HEAD COUNT OF STAFF,1,1,1.0
Shetland-2024-2025,2024-2025,IFRS 19 SUBSIDIARIES WITHOUT,1,1,1.0
Shetland-2024-2025,2024-2025,INTRA GROUP,8,7,0.875
Shetland-2024-2025,2024-2025,KEY MANAGEMENT COMPENSATION,1,1,1.0
Shetland-2024-2025,2024-2025,LEGAL CLAIMS,1,1,1.0
Shetland-2024-2025,2024-2025,LERWICK PORT,1,1,1.0
Shetland-2024-2025,2024-2025,LIABILITIES AT FAIR,3,3,1.0
Shetland-2024-2025,2024-2025,LOSSES AND SPECIAL PAYMENTS,2,2,1.0
Shetland-2024-2025,2024-2025,MACHINERY TOTAL,1,0,0.0
Shetland-2024-2025,2024-2025,MEDICAL LEGAL,2,0,0.0
Shetland-2024-2025,2024-2025,NARRATIVE EXPLANATION,3,3,1.0
Shetland-2024-2025,2024-2025,NOTE 12—TRADE AND OTHER PAYABLES,2,0,0.0
Shetland-2024-2025,2024-2025,NOTE 19—FINANCIAL INSTRUMENTS,4,0,0.0
Shetland-2024-2025,2024-2025,NOTE 1—ACCOUNTING POLICIES,1,0,0.0
Shetland-2024-2025,2024-2025,NOTE 21C - CFS,1,0,0.0
Shetland-2024-2025,2024-2025,NOTE 2—NOTES TO THE CASH FLOW STATEMENT,1,0,0.0
Shetland-2024-2025,2024-2025,NOTE 3A - STAFF COSTS,2,0,0.0
Shetland-2024-2025,2024-2025,NOTE 4—OPERATING INCOME,1,0,0.0
Shetland-2024-2025,2024-2025,NOTE 5—SEGMENTAL ANALYSIS,1,0,0.0
Shetland-2024-2025,2024-2025,NOTE 6—INTANGIBLE ASSETS,1,0,0.0
Shetland-2024-2025,2024-2025,NOTE 9—TRADE AND OTHER RECEIVABLES,5,0,0.0
Shetland-2024-2025,2024-2025,NUMBER OF STAFF,2,2,1.0
Shetland-2024-2025,2024-2025,PERFORMANCE OVERVIEW REPORT,4,0,0.0
Shetland-2024-2025,2024-2025,POSITION HELD,2,2,1.0
Shetland-2024-2025,2024-2025,REAL INCREASE,2,2,1.0
Shetland-2024-2025,2024-2025,RELATED PARTY TRANSACTIONS,1,1,1.0
Shetland-2024-2025,2024-2025,REMUNERATION AND STAFF REPORT,1,1,1.0
Shetland-2024-2025,2024-2025,REVIEW OF EFFECTIVENESS,1,0,0.0
Shetland-2024-2025,2024-2025,RISK DESCRIPTION,2,2,1.0
Shetland-2024-2025,2024-2025,SCOTTISH PARLIAMENT,5,0,0.0
Shetland-2024-2025,2024-2025,SECTION 4—PERFORMANCE SUMMARY APPRAISAL,2,1,0.5
Shetland-2024-2025,2024-2025,SECTION 5—PERFORMANCE ANALYSIS REPORT,7,7,1.0
Shetland-2024-2025,2024-2025,SIGNIFICANT GOVERNANCE ISSUES,1,0,0.0
Shetland-2024-2025,2024-2025,SUMMARY RESOURCE OUT-TURN,2,2,1.0
Shetland-2024-2025,2024-2025,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,2,2,1.0
Shetland-2024-2025,2024-2025,THE TRADE UNION (FACILITY TIME PUBLICATION REQUIREMENTS) REGULATIONS 2017 CAME,3,3,1.0
Shetland-2024-2025,2024-2025,THE TRUSTEES OF THE SHETLAND HEALTH,1,1,1.0
Shetland-2024-2025,2024-2025,UPPER FLOOR MONTFIELD,1,1,1.0
Shetland-2024-2025,2024-2025,WHOLE TIME EQUIVALENT,1,1,1.0
