doc_id,year,section_title,total_pages_in_section,unknown_subsection_pages,unknown_subsection_rate
Shetland-2022-2023,2022-2023,DIRECTLY PROVIDED HEALTHCARE,1,1,1.0
Shetland-2022-2023,2022-2023,ENDOWMENT INTRA GROUP,2,2,1.0
Shetland-2022-2023,2022-2023,ENDOWMENT SHETLAND,1,1,1.0
Shetland-2022-2023,2022-2023,FIGURE 13—EXTRACT FROM HEALTH AND CARE EXPERIENCE REPORT PUBLISHED BY PUBLIC,1,1,1.0
Shetland-2022-2023,2022-2023,FIGURE 1—MAP OF SHETLAND,1,1,1.0
Shetland-2022-2023,2022-2023,GENERAL FUND RECEIVABLES AND PAYABLES,1,1,1.0
Shetland-2022-2023,2022-2023,GROSS SALARY,2,2,1.0
Shetland-2022-2023,2022-2023,HEAD COUNT OF STAFF,1,1,1.0
Shetland-2022-2023,2022-2023,INTRA GROUP,9,9,1.0
Shetland-2022-2023,2022-2023,LIABILITIES AT FAIR,2,2,1.0
Shetland-2022-2023,2022-2023,MEDICAL LEGAL,2,2,1.0
Shetland-2022-2023,2022-2023,NARRATIVE EXPLANATION,2,2,1.0
Shetland-2022-2023,2022-2023,NATIONAL EMPLOYMENT SAVINGS TRUST (NEST),1,1,1.0
Shetland-2022-2023,2022-2023,NOTE 12—TRADE AND OTHER PAYABLES,1,1,1.0
Shetland-2022-2023,2022-2023,NOTE 19—FINANCIAL INSTRUMENTS,1,1,1.0
Shetland-2022-2023,2022-2023,NOTE 1—ACCOUNTING POLICIES,1,1,1.0
Shetland-2022-2023,2022-2023,NOTE 21—CONSOLIDATION OF SUBSIDIARIES AND DISCLOSURE OF INTEREST,1,1,1.0
Shetland-2022-2023,2022-2023,NOTE 4—OPERATING INCOME,1,1,1.0
Shetland-2022-2023,2022-2023,NOTE 5—SEGMENTAL ANALYSIS,1,1,1.0
Shetland-2022-2023,2022-2023,NOTE 6—INTANGIBLE ASSETS,1,1,1.0
Shetland-2022-2023,2022-2023,NOTE 9—TRADE AND OTHER RECEIVABLES,1,1,1.0
Shetland-2022-2023,2022-2023,PENSION LIABILITIES,1,1,1.0
Shetland-2022-2023,2022-2023,PERFORMANCE OVERVIEW REPORT,1,1,1.0
Shetland-2022-2023,2022-2023,POSITION HELD,1,1,1.0
Shetland-2022-2023,2022-2023,RELATED PARTY TRANSACTIONS,1,1,1.0
Shetland-2022-2023,2022-2023,REMUNERATION AND STAFF REPORT,1,1,1.0
Shetland-2022-2023,2022-2023,RIGHT OF USE (ROU) REMEASUREMENT LOSS,1,1,1.0
Shetland-2022-2023,2022-2023,RISK DESCRIPTION,1,1,1.0
Shetland-2022-2023,2022-2023,SECTION 5 PERFORMANCE ANALYSIS REPORT,1,1,1.0
Shetland-2022-2023,2022-2023,STAFF REPORT,1,1,1.0
Shetland-2022-2023,2022-2023,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,1,1,1.0
Shetland-2022-2023,2022-2023,SUSTAINABILITY AND ENVIRONMENTAL REPORTING,1,1,1.0
Shetland-2022-2023,2022-2023,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,1,1,1.0
Shetland-2022-2023,2022-2023,UNSCHEDULED CARE,1,1,1.0
Shetland-2022-2023,2022-2023,WHOLE TIME EQUIVALENT,1,1,1.0
Shetland-2022-2023,2022-2023,FIGURE 21—DIAGRAM SHOWING RISK REGISTER HIERARCHY,2,1,0.5
Shetland-2022-2023,2022-2023,GOVERNANCE STATEMENT,2,1,0.5
Shetland-2022-2023,2022-2023,THE TRADE UNION (FACILITY TIME PUBLICATION REQUIREMENTS) REGULATIONS 2017 CAME,3,1,0.3333333333333333
Shetland-2022-2023,2022-2023,BEST VALUE,1,0,0.0
Shetland-2022-2023,2022-2023,THE REMUNERATION AND STAFF REPORT,2,0,0.0
Shetland-2023-2024,2023-2024,2023 TOTAL,2,2,1.0
Shetland-2023-2024,2023-2024,31 MARCH,3,3,1.0
Shetland-2023-2024,2023-2024,31 MARCH 2024,1,1,1.0
Shetland-2023-2024,2023-2024,ACCOUNTABILITY REPORT,1,1,1.0
Shetland-2023-2024,2023-2024,ANALYSIS OF THE CLINICAL KEY PERFORMANCE STATISTICS,1,1,1.0
Shetland-2023-2024,2023-2024,ASSET CATEGORY,1,1,1.0
Shetland-2023-2024,2023-2024,AT 1 APRIL 2023,1,1,1.0
Shetland-2023-2024,2023-2024,B) FOREIGN CURRENCY RISK,1,1,1.0
Shetland-2023-2024,2023-2024,BASIS OF CONSOLIDATION,1,1,1.0
Shetland-2023-2024,2023-2024,BUILDINGS DWELLINGS,6,6,1.0
Shetland-2023-2024,2023-2024,CAPITAL RESOURCE LIMIT (CRL),2,2,1.0
Shetland-2023-2024,2023-2024,COMPLIANCE NATIONAL TARGET,1,1,1.0
Shetland-2023-2024,2023-2024,CONSOLIDATED STATEMENT OF CHANGES IN TAXPAYERS’ EQUITY FOR THE,1,1,1.0
Shetland-2023-2024,2023-2024,CONSOLIDATED STATEMENT OF FINANCIAL POSITION AS AT 31 MARCH 2024,1,1,1.0
Shetland-2023-2024,2023-2024,DIRECTION BY THE SCOTTISH MINISTERS,1,1,1.0
Shetland-2023-2024,2023-2024,DIRECTLY PROVIDED HEALTHCARE,1,1,1.0
Shetland-2023-2024,2023-2024,DIRECTOR’S GROSS,2,2,1.0
Shetland-2023-2024,2023-2024,ENDOWMENT INTRA GROUP,2,2,1.0
Shetland-2023-2024,2023-2024,ENDOWMENT SHETLAND,1,1,1.0
Shetland-2023-2024,2023-2024,FIGURE 14—EXTRACT FROM HEALTH AND CARE EXPERIENCE REPORT PUBLISHED BY PUBLIC,1,1,1.0
Shetland-2023-2024,2023-2024,FIGURE 1—MAP OF SHETLAND,1,1,1.0
Shetland-2023-2024,2023-2024,GROSS SALARY,2,2,1.0
Shetland-2023-2024,2023-2024,HEAD COUNT OF STAFF,1,1,1.0
Shetland-2023-2024,2023-2024,INTRA GROUP,9,9,1.0
Shetland-2023-2024,2023-2024,LIABILITIES AT FAIR,2,2,1.0
Shetland-2023-2024,2023-2024,LOSSES AND SPECIAL PAYMENTS,1,1,1.0
Shetland-2023-2024,2023-2024,MEDICAL LEGAL,1,1,1.0
Shetland-2023-2024,2023-2024,NARRATIVE EXPLANATION,3,3,1.0
Shetland-2023-2024,2023-2024,NOTE 12—TRADE AND OTHER PAYABLES,1,1,1.0
Shetland-2023-2024,2023-2024,NOTE 19—FINANCIAL INSTRUMENTS,1,1,1.0
Shetland-2023-2024,2023-2024,NOTE 1—ACCOUNTING POLICIES,1,1,1.0
Shetland-2023-2024,2023-2024,NOTE 21—CONSOLIDATION OF SUBSIDIARIES AND DISCLOSURE OF INTEREST,1,1,1.0
Shetland-2023-2024,2023-2024,NOTE 2—NOTES TO THE CASH FLOW STATEMENT,1,1,1.0
Shetland-2023-2024,2023-2024,NOTE 4—OPERATING INCOME,1,1,1.0
Shetland-2023-2024,2023-2024,NOTE 5—SEGMENTAL ANALYSIS,1,1,1.0
Shetland-2023-2024,2023-2024,NOTE 6—INTANGIBLE ASSETS,1,1,1.0
Shetland-2023-2024,2023-2024,NOTE 9—TRADE AND OTHER RECEIVABLES,1,1,1.0
Shetland-2023-2024,2023-2024,NUMBER OF STAFF,1,1,1.0
Shetland-2023-2024,2023-2024,PENSION LIABILITIES,1,1,1.0
Shetland-2023-2024,2023-2024,PERFORMANCE OVERVIEW REPORT,1,1,1.0
Shetland-2023-2024,2023-2024,POSITION HELD,1,1,1.0
Shetland-2023-2024,2023-2024,RACHEL BROWNE CPFA,1,1,1.0
Shetland-2023-2024,2023-2024,REMUNERATION AND STAFF REPORT,1,1,1.0
Shetland-2023-2024,2023-2024,RISK DESCRIPTION,1,1,1.0
Shetland-2023-2024,2023-2024,SECTION 2 - OVERVIEW,1,1,1.0
Shetland-2023-2024,2023-2024,SECTION 4 - PERFORMANCE SUMMARY APPRAISAL,1,1,1.0
Shetland-2023-2024,2023-2024,SECTION 5 PERFORMANCE ANALYSIS REPORT,1,1,1.0
Shetland-2023-2024,2023-2024,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,1,1,1.0
Shetland-2023-2024,2023-2024,SUMMARY RESOURCE OUT-TURN,1,1,1.0
Shetland-2023-2024,2023-2024,THE INTEGRATED RESOURCES ADVISORY,1,1,1.0
Shetland-2023-2024,2023-2024,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,1,1,1.0
Shetland-2023-2024,2023-2024,THE TRADE UNION (FACILITY TIME PUBLICATION REQUIREMENTS) REGULATIONS 2017 CAME,1,1,1.0
Shetland-2023-2024,2023-2024,UNSCHEDULED CARE,1,1,1.0
Shetland-2023-2024,2023-2024,WHOLE TIME EQUIVALENT,1,1,1.0
Shetland-2023-2024,2023-2024,CORRESPONDING AMOUNTS,2,1,0.5
Shetland-2023-2024,2023-2024,FOR CNORIS (CLINICAL NEGLIGENCE AND OTHER RISKS INDEMNITY SCHEME) CLAIMS NOTIFIED,4,1,0.25
Shetland-2023-2024,2023-2024,GOVERNANCE STATEMENT,4,1,0.25
Shetland-2024-2025,2024-2025,2024 TOTAL,1,1,1.0
Shetland-2024-2025,2024-2025,31 MARCH 2020 CONFIRMED THAT AN INCREASE IN THE EMPLOYER CONTRIBUTION RATE FROM,1,1,1.0
Shetland-2024-2025,2024-2025,31 MARCH 2025,2,2,1.0
Shetland-2024-2025,2024-2025,ACCOUNTABILITY REPORT,1,1,1.0
Shetland-2024-2025,2024-2025,ACCOUNTING CONVENTION,1,1,1.0
Shetland-2024-2025,2024-2025,ANALYSIS OF OTHER IMPORTANT NON-FINANCIAL INDICATORS,1,1,1.0
Shetland-2024-2025,2024-2025,AND HM (HIS MAJESTY’S) GOVERNMENT AND THE SPFM RISK MANAGEMENT - GOOD PRACTICE,1,1,1.0
Shetland-2024-2025,2024-2025,ASSET CATEGORY,1,1,1.0
Shetland-2024-2025,2024-2025,ASSETS UNDER,6,6,1.0
Shetland-2024-2025,2024-2025,AT 1 APRIL 2024,1,1,1.0
Shetland-2024-2025,2024-2025,B) FOREIGN CURRENCY RISK,1,1,1.0
Shetland-2024-2025,2024-2025,BEST VALUE,1,1,1.0
Shetland-2024-2025,2024-2025,CAPITAL COMMITMENTS,1,1,1.0
Shetland-2024-2025,2024-2025,COMPLIANCE NATIONAL TARGET,1,1,1.0
Shetland-2024-2025,2024-2025,CONSOLIDATED STATEMENT OF CHANGES TO TAXPAYERS EQUITY FOR THE,1,1,1.0
Shetland-2024-2025,2024-2025,CONSOLIDATED STATEMENT OF FINANCIAL POSITION AS AT 31 MARCH 2025,1,1,1.0
Shetland-2024-2025,2024-2025,CORPORATE GOVERNANCE,1,1,1.0
Shetland-2024-2025,2024-2025,DIRECTION BY THE SCOTTISH MINISTERS,1,1,1.0
Shetland-2024-2025,2024-2025,DIRECTLY PROVIDED HEALTHCARE,1,1,1.0
Shetland-2024-2025,2024-2025,DIRECTOR’S GROSS,2,2,1.0
Shetland-2024-2025,2024-2025,ENDOWMENT INTRA GROUP,2,2,1.0
Shetland-2024-2025,2024-2025,ENDOWMENT SHETLAND,1,1,1.0
Shetland-2024-2025,2024-2025,FIGURE 14—WALLS AGRICULTURAL SHOW PUBLIC ENGAGEMENT,1,1,1.0
Shetland-2024-2025,2024-2025,FIGURE 18—DIAGRAM SHOWING RISK MANAGEMENT GOVERNANCE STRUCTURE,1,1,1.0
Shetland-2024-2025,2024-2025,FIGURE 1—MAP OF SHETLAND,1,1,1.0
Shetland-2024-2025,2024-2025,FREEDOM OF INFORMATION,1,1,1.0
Shetland-2024-2025,2024-2025,GOVERNANCE STATEMENT,1,1,1.0
Shetland-2024-2025,2024-2025,GROSS SALARY,2,2,1.0
Shetland-2024-2025,2024-2025,HEAD COUNT OF STAFF,1,1,1.0
Shetland-2024-2025,2024-2025,IFRS 19 SUBSIDIARIES WITHOUT,1,1,1.0
Shetland-2024-2025,2024-2025,INTRA GROUP,8,8,1.0
Shetland-2024-2025,2024-2025,KEY MANAGEMENT COMPENSATION,1,1,1.0
Shetland-2024-2025,2024-2025,LEGAL CLAIMS,1,1,1.0
Shetland-2024-2025,2024-2025,LERWICK PORT,1,1,1.0
Shetland-2024-2025,2024-2025,LIABILITIES AT FAIR,2,2,1.0
Shetland-2024-2025,2024-2025,LOSSES AND SPECIAL PAYMENTS,1,1,1.0
Shetland-2024-2025,2024-2025,MACHINERY TOTAL,1,1,1.0
Shetland-2024-2025,2024-2025,MEDICAL LEGAL,2,2,1.0
Shetland-2024-2025,2024-2025,NARRATIVE EXPLANATION,3,3,1.0
Shetland-2024-2025,2024-2025,NOTE 12—TRADE AND OTHER PAYABLES,1,1,1.0
Shetland-2024-2025,2024-2025,NOTE 19—FINANCIAL INSTRUMENTS,1,1,1.0
Shetland-2024-2025,2024-2025,NOTE 1—ACCOUNTING POLICIES,1,1,1.0
Shetland-2024-2025,2024-2025,NOTE 21C - CFS,1,1,1.0
Shetland-2024-2025,2024-2025,NOTE 2—NOTES TO THE CASH FLOW STATEMENT,1,1,1.0
Shetland-2024-2025,2024-2025,NOTE 3A - STAFF COSTS,1,1,1.0
Shetland-2024-2025,2024-2025,NOTE 4—OPERATING INCOME,1,1,1.0
Shetland-2024-2025,2024-2025,NOTE 5—SEGMENTAL ANALYSIS,1,1,1.0
Shetland-2024-2025,2024-2025,NOTE 6—INTANGIBLE ASSETS,1,1,1.0
Shetland-2024-2025,2024-2025,NOTE 9—TRADE AND OTHER RECEIVABLES,1,1,1.0
Shetland-2024-2025,2024-2025,NUMBER OF STAFF,1,1,1.0
Shetland-2024-2025,2024-2025,POSITION HELD,1,1,1.0
Shetland-2024-2025,2024-2025,REAL INCREASE,1,1,1.0
Shetland-2024-2025,2024-2025,RELATED PARTY TRANSACTIONS,1,1,1.0
Shetland-2024-2025,2024-2025,REMUNERATION AND STAFF REPORT,1,1,1.0
Shetland-2024-2025,2024-2025,RISK DESCRIPTION,1,1,1.0
Shetland-2024-2025,2024-2025,SECTION 5—PERFORMANCE ANALYSIS REPORT,1,1,1.0
Shetland-2024-2025,2024-2025,SUMMARY RESOURCE OUT-TURN,1,1,1.0
Shetland-2024-2025,2024-2025,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,1,1,1.0
Shetland-2024-2025,2024-2025,THE TRADE UNION (FACILITY TIME PUBLICATION REQUIREMENTS) REGULATIONS 2017 CAME,1,1,1.0
Shetland-2024-2025,2024-2025,THE TRUSTEES OF THE SHETLAND HEALTH,1,1,1.0
Shetland-2024-2025,2024-2025,UPPER FLOOR MONTFIELD,1,1,1.0
Shetland-2024-2025,2024-2025,WHOLE TIME EQUIVALENT,1,1,1.0
Shetland-2024-2025,2024-2025,CORRESPONDING AMOUNTS,2,1,0.5
Shetland-2024-2025,2024-2025,DELAYED DISCHARGES,2,1,0.5
Shetland-2024-2025,2024-2025,SECTION 4—PERFORMANCE SUMMARY APPRAISAL,2,1,0.5
Shetland-2024-2025,2024-2025,FINANCIAL REPORTING FRAMEWORK,1,0,0.0
Shetland-2024-2025,2024-2025,PERFORMANCE OVERVIEW REPORT,1,0,0.0
Shetland-2024-2025,2024-2025,REVIEW OF EFFECTIVENESS,1,0,0.0
Shetland-2024-2025,2024-2025,SCOTTISH PARLIAMENT,4,0,0.0
Shetland-2024-2025,2024-2025,SIGNIFICANT GOVERNANCE ISSUES,1,0,0.0
