variant,doc_id,query_id,hit3,pred_pages,gold_pages
fix2_only,Grampian-2022-2023,Q_2023_PLAN_02,1,"[4, 24, 74]",[4]
fix2_only,Grampian-2022-2023,Q_2023_FIN_11,1,"[23, 24]",[23]
fix2_only,Grampian-2022-2023,Q_2023_GOV_P1,1,"[24, 34]",[24]
fix2_only,Grampian-2022-2023,Q_2023_SAV_P2,1,"[4, 24]",[24]
fix2_only,Grampian-2022-2023,Q_2023_IJB_P2,1,[21],[21]
fix2_only,Grampian-2022-2023,Q_2023_FIN_14,1,"[24, 25]",[25]
fix2_only,Grampian-2022-2023,Q_2023_FIN_15,1,"[20, 24, 25]",[25]
fix2_only,Grampian-2022-2023,Q_2023_FIN_16,0,"[24, 77]",[25]
fix2_only,Grampian-2022-2023,Q_2023_GOV_05,1,"[4, 24, 39]",[4]
fix2_only,Grampian-2022-2023,Q_2023_AE_07,1,"[10, 11, 12]",[11]
fix2_only,Grampian-2023-2024,Q_2024_FIN_01,1,"[26, 27]",[26]
fix2_only,Grampian-2023-2024,Q_2024_FIN_02,1,"[26, 27]","[26, 118]"
fix2_only,Grampian-2023-2024,Q_2024_FIN_03,1,"[26, 27]",[26]
fix2_only,Grampian-2023-2024,Q_2024_FIN_04,1,"[26, 27]",[27]
fix2_only,Grampian-2023-2024,Q_2024_FIN_05,1,"[4, 27, 39]",[27]
fix2_only,Grampian-2023-2024,Q_2024_FIN_06,1,"[26, 27, 31]",[26]
fix2_only,Grampian-2023-2024,Q_2024_FIN_07,1,"[29, 31, 154]",[29]
fix2_only,Grampian-2023-2024,Q_2024_FIN_08,0,"[4, 85]",[29]
fix2_only,Grampian-2023-2024,Q_2024_FIN_09,1,"[27, 28, 70]",[27]
fix2_only,Grampian-2023-2024,Q_2024_FIN_10,1,"[29, 73]",[29]
fix2_only,Grampian-2023-2024,Q_2024_FIN_11,0,"[116, 138]",[30]
fix2_only,Grampian-2023-2024,Q_2024_FIN_12,1,"[23, 154]",[23]
fix2_only,Grampian-2023-2024,Q_2024_FIN_13,1,"[5, 35, 84]",[5]
fix2_only,Grampian-2023-2024,Q_2024_FIN_14,0,"[26, 27, 31]",[118]
fix2_only,Grampian-2023-2024,Q_2024_SAV_01,1,"[4, 28]",[28]
fix2_only,Grampian-2023-2024,Q_2024_SAV_02,1,"[4, 28, 29]",[29]
fix2_only,Grampian-2023-2024,Q_2024_SAV_03,1,"[4, 28, 66]",[28]
fix2_only,Grampian-2023-2024,Q_2024_SAV_04,1,"[4, 11, 28]",[28]
fix2_only,Grampian-2023-2024,Q_2024_SAV_05,1,"[4, 28, 59]",[28]
fix2_only,Grampian-2023-2024,Q_2024_SAV_06,1,"[4, 28, 66]",[28]
fix2_only,Grampian-2023-2024,Q_2024_IJB_01,1,"[24, 25]",[24]
fix2_only,Grampian-2023-2024,Q_2024_IJB_02,1,[24],[24]
fix2_only,Grampian-2023-2024,Q_2024_IJB_03,1,"[24, 25]",[25]
fix2_only,Grampian-2023-2024,Q_2024_IJB_04,1,"[24, 30]",[24]
fix2_only,Grampian-2023-2024,Q_2024_IJB_05,1,"[24, 99]",[24]
fix2_only,Grampian-2023-2024,Q_2024_IJB_06,1,"[22, 99, 154]",[22]
fix2_only,Grampian-2023-2024,Q_2024_IJB_07,1,"[29, 30, 154]",[30]
fix2_only,Grampian-2023-2024,Q_2024_IJB_08,1,"[24, 25]",[24]
fix2_only,Grampian-2023-2024,Q_2024_AE_01,1,"[12, 85, 87]",[12]
fix2_only,Grampian-2023-2024,Q_2024_AE_02,1,"[12, 14, 87]",[12]
fix2_only,Grampian-2023-2024,Q_2024_AE_03,1,"[3, 12, 14]",[12]
fix2_only,Grampian-2023-2024,Q_2024_AE_04,1,"[12, 14, 16]",[12]
fix2_only,Grampian-2023-2024,Q_2024_AE_05,1,"[12, 13, 14]",[13]
fix2_only,Grampian-2023-2024,Q_2024_AE_06,1,"[12, 13, 14]",[13]
fix2_only,Grampian-2023-2024,Q_2024_DEL_01,1,"[6, 53]","[6, 53]"
fix2_only,Grampian-2023-2024,Q_2024_DEL_02,0,"[10, 53]",[54]
fix2_only,Grampian-2023-2024,Q_2024_DEL_03,1,"[6, 53]",[6]
fix2_only,Grampian-2023-2024,Q_2024_DEL_04,1,"[6, 53]",[53]
fix2_only,Grampian-2023-2024,Q_2024_DEL_05,1,"[6, 10, 54]","[6, 54]"
fix2_only,Grampian-2023-2024,Q_2024_ESC_01,1,"[4, 27, 62]","[4, 27]"
fix2_only,Grampian-2023-2024,Q_2024_ESC_02,0,"[34, 84, 154]","[4, 27]"
fix2_only,Grampian-2023-2024,Q_2024_ESC_03,1,"[4, 21, 59]",[4]
fix2_only,Grampian-2023-2024,Q_2024_ESC_04,1,"[56, 59]",[56]
fix2_only,Grampian-2023-2024,Q_2024_GOPES_01,1,"[53, 56]",[56]
fix2_only,Grampian-2023-2024,Q_2024_GOPES_02,1,"[48, 56]",[56]
fix2_only,Grampian-2023-2024,Q_2024_GOV_01,1,"[28, 64]",[28]
fix2_only,Grampian-2023-2024,Q_2024_GOV_02,1,"[28, 30]",[28]
fix2_only,Grampian-2023-2024,Q_2024_GOV_03,0,"[28, 31, 102]",[4]
fix2_only,Grampian-2023-2024,Q_2024_GOV_04,1,"[33, 131]",[33]
fix2_only,Grampian-2023-2024,Q_2024_GOV_05,1,"[4, 23, 31]",[31]
fix2_only,Grampian-2024-2025,Q_2025_FIN_01,0,"[29, 30]",[28]
fix2_only,Grampian-2024-2025,Q_2025_FIN_02,1,"[28, 29]",[28]
fix2_only,Grampian-2024-2025,Q_2025_FIN_03,1,"[28, 29]",[28]
fix2_only,Grampian-2024-2025,Q_2025_FIN_04,1,"[28, 29]",[28]
fix2_only,Grampian-2024-2025,Q_2025_FIN_05,1,"[28, 29]",[29]
fix2_only,Grampian-2024-2025,Q_2025_FIN_06,1,"[28, 29]",[29]
fix2_only,Grampian-2024-2025,Q_2025_FIN_07,1,"[4, 29]",[29]
fix2_only,Grampian-2024-2025,Q_2025_FIN_P1,1,"[29, 30]",[29]
fix2_only,Grampian-2024-2025,Q_2025_FIN_08,0,"[25, 35, 95]",[31]
fix2_only,Grampian-2024-2025,Q_2025_FIN_09,1,"[24, 31, 33]",[31]
fix2_only,Grampian-2024-2025,Q_2025_FIN_P2,1,"[28, 29]",[28]
fix2_only,Grampian-2024-2025,Q_2025_SAV_01,0,"[3, 74, 96]",[31]
fix2_only,Grampian-2024-2025,Q_2025_SAV_02,0,"[25, 95, 158]",[31]
fix2_only,Grampian-2024-2025,Q_2025_SAV_03,1,"[29, 31]",[31]
fix2_only,Grampian-2024-2025,Q_2025_SAV_04,1,"[29, 31]",[31]
fix2_only,Grampian-2024-2025,Q_2025_SAV_P1,1,"[31, 33]",[31]
fix2_only,Grampian-2024-2025,Q_2025_SAV_P2,1,"[3, 29, 31]",[31]
fix2_only,Grampian-2024-2025,Q_2025_IJB_01,1,"[26, 27, 32]",[26]
fix2_only,Grampian-2024-2025,Q_2025_IJB_02,1,"[26, 32, 165]",[26]
fix2_only,Grampian-2024-2025,Q_2025_IJB_03,1,"[26, 128, 168]",[26]
fix2_only,Grampian-2024-2025,Q_2025_IJB_04,1,"[26, 27]",[27]
fix2_only,Grampian-2024-2025,Q_2025_IJB_05,1,"[26, 30]",[26]
fix2_only,Grampian-2024-2025,Q_2025_IJB_06,1,"[26, 27]",[27]
fix2_only,Grampian-2024-2025,Q_2025_IJB_P1,1,"[30, 32, 74]",[32]
fix2_only,Grampian-2024-2025,Q_2025_AE_01,0,"[9, 35, 79]",[14]
fix2_only,Grampian-2024-2025,Q_2025_AE_02,1,"[14, 15, 72]",[14]
fix2_only,Grampian-2024-2025,Q_2025_AE_03,1,"[14, 15, 16]",[14]
fix2_only,Grampian-2024-2025,Q_2025_AE_04,1,"[14, 15, 16]",[14]
fix2_only,Grampian-2024-2025,Q_2025_AE_P1,1,"[14, 18, 93]",[14]
fix2_only,Grampian-2024-2025,Q_2025_DEL_01,1,"[11, 13, 62]",[11]
fix2_only,Grampian-2024-2025,Q_2025_DEL_02,1,"[11, 13, 16]",[11]
fix2_only,Grampian-2024-2025,Q_2025_DEL_03,1,"[11, 13, 16]",[11]
fix2_only,Grampian-2024-2025,Q_2025_DEL_04,1,"[11, 13, 16]",[11]
fix2_only,Grampian-2024-2025,Q_2025_DEL_P1,0,"[11, 62, 74]",[7]
fix2_only,Grampian-2024-2025,Q_2025_STR_01,1,"[7, 54, 62]",[7]
fix2_only,Grampian-2024-2025,Q_2025_ESC_01,1,"[9, 29, 30]",[30]
fix2_only,Grampian-2024-2025,Q_2025_ESC_02,1,"[4, 30]",[4]
fix2_only,Grampian-2024-2025,Q_2025_ESC_P1,1,"[4, 30]",[4]
fix2_only,Grampian-2024-2025,Q_2025_ESC_P2,1,"[4, 30]",[30]
fix2_only,Grampian-2024-2025,Q_2025_PLAN_01,1,"[30, 79]",[30]
fix2_only,Grampian-2024-2025,Q_2025_GOPES_01,1,"[9, 65]",[65]
fix2_only,Grampian-2024-2025,Q_2025_FIN_10,1,"[28, 33]",[28]
fix2_only,Grampian-2024-2025,Q_2025_FIN_11,1,"[25, 33, 74]",[33]
fix2_only,Grampian-2024-2025,Q_2025_FIN_12,1,"[31, 82, 89]",[31]
fix2_only,Grampian-2024-2025,Q_2025_FIN_13,1,"[32, 125, 148]",[32]
fix2_only,Grampian-2024-2025,Q_2025_GOV_01,1,"[28, 29]",[28]
fix2_only,Grampian-2024-2025,Q_2025_FIN_P3,1,"[29, 62]",[29]
fix2_only,Grampian-2024-2025,Q_2025_FIN_17,1,"[25, 33, 74]",[33]
fix2_only,Grampian-2024-2025,Q_2025_FIN_18,1,"[31, 82]",[31]
fix2_only,Grampian-2024-2025,Q_2025_GOV_02,1,"[11, 13, 62]",[11]
