id,x,y,label,text,page,section,category,highlight
Shetland-2023-2024:p0097_000,1.9651731,7.6988783,ACCOUNTABILITY REPORT,"Contingent liabilities are not recognised, but are disclosed in Note 14 , unless the probability of a transfer of economic benefits is remote. Contingent liabilities are defined as: - possible obligations arising from p…",97,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0097_001,1.8593972,7.6885295,ACCOUNTABILITY REPORT,basis for adjustment disclosed in a note to the accounts. Financial Instruments - Financial assets - Business Model: The Board’s business model refers to how it manages its financial assets in order to generate cash flo…,97,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0097_002,1.8282723,7.6070185,ACCOUNTABILITY REPORT,to collect principal and interest and/or for sale. a) Financial assets at fair value through profit or loss This is the default basis for financial assets. b) Financial assets held at amortised cost. A financial asset m…,97,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0098_000,1.789919,7.6896057,ACCOUNTABILITY REPORT,ii. the contractual terms of the financial asset give rise to cash flows that are solely payments of principal and related interest. c) Financial assets at fair value through other comprehensive income A financial asset…,98,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0098_001,1.7683692,7.4933243,ACCOUNTABILITY REPORT,the carrying amount of the asset in the Statement of Financial Position. Lifetime expected credit losses are recognised and applied to financial assets by the Board where there has been a significant increase in credit…,98,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0098_002,1.7857287,7.5282183,ACCOUNTABILITY REPORT,"fair value through profit or loss are initially recognised at fair value, and transaction costs are expensed in the Statement of Comprehensive Net Expenditure. Financial assets carried at fair value through profit or lo…",98,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0099_000,1.9269663,7.892723,ACCOUNTABILITY REPORT,c) Financial assets held at fair value through other comprehensive income - Financial Liabilities - Classification: The Board classifies its financial liabilities in the following categories: at fair value through profi…,99,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0099_001,2.0292356,7.810601,ACCOUNTABILITY REPORT,"at amortised cost Financial liabilities held at amortised cost are disclosed in current liabilities, except for maturities greater than 12 months after the Statement of Financial Position date. These are classified as n…",99,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0100_000,3.0948365,9.467745,ACCOUNTABILITY REPORT,"Segmental reporting Operating segments are reported in a manner consistent with the internal reporting provided to the chief operating decision-maker, who is responsible for allocating resources and assessing performanc…",100,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0100_001,3.1619122,9.270425,ACCOUNTABILITY REPORT,"services, funds held in these accounts should not be classed as commercial bank balances. Key sources of judgement and estimation uncertainty The Board makes subjective and complex judgements in applying its accounting…",100,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0101_000,3.3013518,8.63212,ACCOUNTABILITY REPORT,Judgements Area Description Sensitivities Basis of In line with statutory guidance issued by consolidation the Integrated Resources Advisory (continued) Group (IRAG) IJBs are deemed to be joint ventures. In accordance w…,101,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0101_001,2.6115677,7.1099963,ACCOUNTABILITY REPORT,) quantify amounts provided. claim arising may cost NHS Shetland up to £0.025m in line with the CNORIS threshold ( Note 13b ). Non-current The Board commissioned a valuation of Depreciation for Assets— land and building…,101,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0102_000,3.838006,8.595889,ACCOUNTABILITY REPORT,Note 2—Notes to the Cash Flow Statement - 2a. Summary of Resource Out-turn (SoRO) for the Year Ended 31 March 2024 - Summary of Core Revenue Resource Out-turn 2024 Summary of Core Revenue Resource Out-turn Note £000 Net…,102,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:table_p0103,-1.0365595,3.034851,ACCOUNTABILITY REPORT,"Financial table on page 103 (Cash Flow) Contains 11 line items across 4 columns. Row labels: 2023; £000; 1,936; 39. Key items: 2023 | 2024; £000 | Note | £000; 1,936 | Depreciation | 7a | 2,483; 39 | Depreciationofdonat…",103,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0104,-0.67907244,1.9623845,ACCOUNTABILITY REPORT,"Financial table on page 104 (Provisions) Contains 17 line items across 6 columns. Row labels: 2023; Netmovement; £000; (3,178); 0. Key items: 2023 | 2024; Netmovement | Note | Openingbalances | Closingbalances; £000 | £…",104,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0105,-0.86672413,2.3210092,ACCOUNTABILITY REPORT,"Financial table on page 105 (Income Statement) Contains 17 line items across 4 columns. Row labels: 2023; Total; £000; 1,292. Key items: 2023 | 2024 | 2024; Total | Board | Consolidated; £000 | £000 | £000; 1,292 | Gene…",105,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0106,-0.5645814,1.7581258,ACCOUNTABILITY REPORT,"Financial table on page 106 (Unknown) Contains 14 line items across 4 columns. Row labels: 2023; Total; £000; 9,647; 23. Key items: 2023 | 2024 | 2024; Total | Board | Consolidated; £000 | £000 | £000; 9,647 | Goodsands…",106,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0107,-0.3457295,2.4529839,ACCOUNTABILITY REPORT,"Financial table on page 107 (Income Statement) Contains 15 line items across 5 columns. Row labels: 2022; Total; £000; 71; 1,090. Key items: 2022 | 2023 | 2023; Total | Board | Consolidated; £000 | Note | £000 | £000; 7…",107,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0108,-1.184847,2.2034304,ACCOUNTABILITY REPORT,Financial table on page 108 (Unknown) Contains 6 line items across 5 columns. Column headers: | | NetOperatingCosts | Totalassets | Totalliabilities. Row labels: DirectorateofAcuteandSpecialistServices; DirectorateofCom…,108,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0109,-0.8183075,1.2961371,ACCOUNTABILITY REPORT,Financial table on page 109 (Property) Contains 11 line items across 4 columns. Row labels: CostorValuation:; At1April2023; At31March2024. Key items: ITSoftware | Total; Note | £000 | £000; At1April2023 | 97 | 97; At31M…,109,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0110,-0.5647985,0.78421825,ACCOUNTABILITY REPORT,Financial table on page 110 (Property) Contains 11 line items across 10 columns. Column headers: | Land | Buildings | Dwellings | TransEquip | Plant&Machinery. Row labels: Costorvaluation; At1April2023; Additions—purcha…,110,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0111,-0.52007174,0.85444355,ACCOUNTABILITY REPORT,Financial table on page 111 (Unknown) Contains 11 line items across 10 columns. Column headers: | Land | Buildings | Dwellings | TransEquip | Plant&Machinery. Row labels: Providedduringtheyear—donated; Impairmentcharges…,111,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0112,-0.7261944,0.9930625,ACCOUNTABILITY REPORT,Financial table on page 112 (Unknown) Contains 2 line items across 10 columns. Column headers: | Land | Buildings | Dwellings | TransEquip | Plant&Machinery. Row labels: Netbookvalueat31March2024. Key items: £000 | £000…,112,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0113,-0.6514488,0.8790196,ACCOUNTABILITY REPORT,Financial table on page 113 (Property) Contains 11 line items across 10 columns. Column headers: | Land | Buildings | Dwellings | TransEquip | Plant&Machinery. Row labels: Costorvaluation; At1April2022; Additions—purcha…,113,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0114,-0.5688228,0.7688684,ACCOUNTABILITY REPORT,Financial table on page 114 (Unknown) Contains 10 line items across 10 columns. Column headers: | Land | Buildings | Dwellings | TransEquip | Plant&Machinery. Row labels: At1April2022; Providedduringtheyear—purchased; P…,114,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0115,-0.5594957,0.8080602,ACCOUNTABILITY REPORT,Financial table on page 115 (Unknown) Contains 6 line items across 10 columns. Column headers: | Land | Buildings | Dwellings | TransEquip | Plant&Machinery. Row labels: Netbookvalueat31March2023; Assetfinancing:; Owned…,115,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0116,-0.16282263,1.8073146,ACCOUNTABILITY REPORT,"Financial table on page 116 (Property) Contains 8 line items across 6 columns. Column headers: Consolidated | Board | | | Consolidated | Board. Row labels: 2023; £000; 35,232; 74. Key items: 2023 | 2023 | 2024 | 2024; £…",116,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0117,0.13814221,1.8850008,ACCOUNTABILITY REPORT,"Financial table on page 117 (Property) Contains 8 line items across 6 columns. Column headers: Consolidated | Board | | | Consolidated | Board. Row labels: 2023; £000; 1,680; 0. Key items: 2023 | 2023 | 2024 | 2024; £00…",117,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0118,-0.31484035,1.8867335,ACCOUNTABILITY REPORT,"Financial table on page 118 (Unknown) Contains 6 line items across 6 columns. Column headers: Consolidated | Board | | | Consolidated | Board. Row labels: 2023; £000; 0; 1,680; 1,680. Key items: 2023 | 2023 | 2024 | 202…",118,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0119,-0.18078531,1.8836671,ACCOUNTABILITY REPORT,Financial table on page 119 (Provisions) Contains 18 line items across 6 columns. Column headers: Consolidated | Board | | | Consolidated | Board. Row labels: 2023; £000; 0. Key items: 2023 | 2023 | 2024 | 2024; £000 |…,119,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0120,-0.39102697,1.9519855,ACCOUNTABILITY REPORT,"Financial table on page 120 (Unknown) Contains 11 line items across 6 columns. Column headers: Consolidated | Board | | | Consolidated | Board. Row labels: 2023; £000; 59; 2,260; 5,563. Key items: 2023 | 2023 | 2024 | 2…",120,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0121_000,2.980204,9.038414,ACCOUNTABILITY REPORT,The receivables assessed as individually impaired were mainly private companies and individuals and it was assessed that not all of the receivable balance may be recovered. Receivables that are less than three months pa…,121,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0121_001,2.866183,9.001787,ACCOUNTABILITY REPORT,"and individuals. There is no history of default from these customers recently. Concentration of credit risk is limited due to customer base being large and unrelated/government bodies. Due to this, management believe th…",121,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:table_p0122,-0.4754386,1.7905629,ACCOUNTABILITY REPORT,Financial table on page 122 (Unknown) Contains 8 line items across 5 columns. Column headers: Receivablesthatareneitherpastduenorimpairedareshownbytheircreditriskbelow:Consolidated | Board | | Consolidated | Board. Row…,122,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0123,-0.29410294,1.8417346,ACCOUNTABILITY REPORT,"Financial table on page 123 (Cash Flow) Contains 11 line items across 6 columns. Column headers: Consolidated | Board | | Note | Consolidated | Board. Row labels: 2023; £000; 1,437; 1,437; 1,480. Key items: 2023 | 2023…",123,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0124,-0.30748618,1.7815206,ACCOUNTABILITY REPORT,"Financial table on page 124 (Unknown) Contains 20 line items across 6 columns. Column headers: Consolidated | Board | | Note | Consolidated | Board. Row labels: 2023; £000; 2,601. Key items: 2023 | 2023 | 2024 | 2024; £…",124,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0125,-0.09775975,1.821451,ACCOUNTABILITY REPORT,"Financial table on page 125 (Unknown) Contains 14 line items across 6 columns. Column headers: Consolidated | Board | | Note | Consolidated | Board. Row labels: 2023; £000; 14,158. Key items: 2023 | 2023 | 2024 | 2024;…",125,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0126,-1.5963299,2.590874,ACCOUNTABILITY REPORT,Financial table on page 126 (Provisions) Contains 7 line items across 6 columns. Column headers: | PensionsarisingfromStaffEarlyRetirement | ClinicalandMedicalLegalClaimsagainstNHSBoard | ParticipationinCNORIS | Other |…,126,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0127,-1.455977,2.7324681,ACCOUNTABILITY REPORT,Financial table on page 127 (Provisions) Contains 6 line items across 6 columns. Column headers: | PensionsarisingfromStaffEarlyRetirement | Clinical&MedicalLegalClaimsagainstNHSBoard | ParticipationinCNORIS | Other | 2…,127,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0128,-1.705394,2.4013221,ACCOUNTABILITY REPORT,Financial table on page 128 (Unknown) Contains 5 line items across 6 columns. Column headers: | PensionsarisingfromStaffEarlyRetirement | ClinicalandMedicalLegalClaimsagainstNHSBoard | ParticipationinCNORIS | Other | 20…,128,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0129_000,3.3969057,8.2706785,ACCOUNTABILITY REPORT,"Pensions Clinical & Participation Other 2023 Total arising Medical in CNORIS from Staff Legal Early Claims Retirement against NHS Board £000 £000 £000 £000 £000 Thereafter 11 0 170 0 181 At 152 0 1,876 73 2,101 31 March…",129,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0129_001,3.3513112,8.343974,ACCOUNTABILITY REPORT,"and works in a similar manner to an insurance scheme. CNORIS has an agreed threshold of £25k and any claims with a value less than this are met directly from within Boards’ own budgets. Participants, for example NHS Boa…",129,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0130_000,3.3313472,8.300143,ACCOUNTABILITY REPORT,an associated receivable recognising reimbursement from the scheme if the legal claim settles. The provision and associated receivable are shown in the first two lines above. The receivable has been netted off against t…,130,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0130_001,3.2168953,8.251171,ACCOUNTABILITY REPORT,CNORIS website . Note 14—Contingent Liabilities The following contingent liabilities have not been provided for in the accounts: 2023 2024 £000 £000 Nature 0 Clinical and medical compensation payments 20 0 Total Conting…,130,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:table_p0131,-0.63283366,0.77807355,ACCOUNTABILITY REPORT,Financial table on page 131 (Unknown) Contains 6 line items across 5 columns. Column headers: | Buildings | TransportEquipment | Plant&Machinery | Total. Row labels: Costat31March2023; Additions; Depreciationat1April202…,131,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0132_000,4.114973,8.231702,ACCOUNTABILITY REPORT,"- Note 17b—Lease Liabilities—Consolidated and Board Buildings Transport Plant and Total Equipment Machinery £000s £000s £000s £000s Total Lease liability at 31 March 494 592 112 1,198 2024 - Amounts recognised in the So…",132,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0132_001,4.245972,8.212645,ACCOUNTABILITY REPORT,specified in the regulations. The rate of employer contributions is set with reference to a funding valuation undertaken by the scheme actuary. The valuation carried out as at 31 March 2016 confirmed that an increase in…,132,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0133_000,4.225385,8.2775545,ACCOUNTABILITY REPORT,"The valuation carried out as at 31 March 2020 confirmed that an increase in the employer contribution rate from 20.9% to 22.5% will be required from 1 April 2024 to 31 March 2027. In addition, member pension contributio…",133,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0133_001,4.1866794,8.170122,ACCOUNTABILITY REPORT,of the underlying assets and liabilities of the scheme. (iii) The employer contribution rate for the period from 1 April 2023 is 20.9% of pensionable pay. The employee rate applied is variable and is anticipated to prov…,133,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0133_002,4.2402544,8.153864,ACCOUNTABILITY REPORT,"to what extent, the cost control mechanism is meeting its original objectives. The 2020 actuarial valuations will take the report’s findings into account. The interim report is complete (restricted) and is currently bei…",133,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0134_000,4.3627462,7.9404755,ACCOUNTABILITY REPORT,The normal pension age is the same as the State Pension age. Members can take their benefits earlier but there will be a deduction for early payment. - The existing NHS Superannuation Scheme (Scotland) This scheme close…,134,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0134_001,4.3647337,7.9510994,ACCOUNTABILITY REPORT,April 2015 and join the 2015 scheme at a later date. All other members automatically joined the NHS 2015 scheme on 1 April 2015. Further information is available on the Scottish Public Pensions Agency website . - Nation…,134,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0134_002,4.2900157,7.8562236,ACCOUNTABILITY REPORT,"of qualifying earnings, with an employer contribution of 1%. This will increase in stages to meet levels set by government. Date Employee Employer Total Contribution Contribution Contribution 1 March 2013 1% 1% 2% 1 Oct…",134,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0135_000,4.3843555,7.9253435,ACCOUNTABILITY REPORT,"as cash, use it to buy a retirement income or a combination. Additionally members can transfer their NEST retirement fund to another scheme.",135,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:table_p0136,-1.0310106,3.0504851,ACCOUNTABILITY REPORT,Financial table on page 136 (Balance Sheet) Contains 7 line items across 6 columns. Column headers: Consolidated | | FinancialassetsatfairvaluethroughOCI | Financialassetsatamortisedcost | Financialassetsatfairvaluethro…,136,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0137,-1.0718493,3.164528,ACCOUNTABILITY REPORT,Financial table on page 137 (Balance Sheet) Contains 6 line items across 6 columns. Column headers: Board | | FinancialassetsatfairvaluethroughOCI | Financialassetsatamortisedcost | Financialassetsatfairvaluethroughprof…,137,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0138,-1.0816947,2.9202495,ACCOUNTABILITY REPORT,Financial table on page 138 (Balance Sheet) Contains 7 line items across 6 columns. Column headers: Consolidated(prioryear) | | FinancialassetsatfairvaluethroughOCI | Financialassetsatamortisedcost | Financialassetsatfa…,138,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0139,-0.92048126,3.1602542,ACCOUNTABILITY REPORT,Financial table on page 139 (Balance Sheet) Contains 6 line items across 6 columns. Column headers: Board | | FinancialassetsatfairvaluethroughOCI | Financialassetsatamortisedcost | Financialassetsatfairvaluethroughprof…,139,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0140_000,0.45332593,3.7493768,ACCOUNTABILITY REPORT,- Financial Liabilities Consolidated Liabilities at Fair Financial Total Value through liabilities at profit and loss amortised cost Note £000 £000 £000 As at 31 March 2024 Liabilities per Statement of Financial Positio…,140,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0141_000,0.32878965,3.5446804,ACCOUNTABILITY REPORT,Consolidated (prior Liabilities at Fair Financial Total year) Value through liabilities at profit and loss amortised cost Note £000 £000 £000 As at 31 March 2023 Liabilities per Statement of Financial Position Lease lia…,141,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0142_000,2.954584,9.119134,ACCOUNTABILITY REPORT,- 19b. Financial Risk Factors - Exposure to risk The NHS Board’s activities expose it to a variety of financial risks: a) Credit risk—the possibility that other parties might fail to pay amounts due. b) Liquidity risk—t…,142,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0142_001,3.0052445,9.125629,ACCOUNTABILITY REPORT,"and committed transactions. For banks and other institutions, only independently rated parties with a minimum rating of ‘A’ are accepted. Customers are assessed, taking into account their financial position, past experi…",142,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0142_002,2.971493,9.101232,ACCOUNTABILITY REPORT,The Act also specifies an overall cash authorisation to operate for the financial year. The NHS Board is not therefore exposed to significant liquidity risks. All liabilities are due within one year. - Market Risk The N…,142,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:table_p0143,-1.2488412,2.25842,ACCOUNTABILITY REPORT,Financial table on page 143 (Financial Instruments) Contains 33 line items across 2 columns. Column headers: TheN | HSBoardhasnosignificantinterestbearingassetsorliabilitiesandassuch. Row labels: incom; marke; b); TheN;…,143,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0144,-1.1115289,1.8297898,ACCOUNTABILITY REPORT,Financial table on page 144 (Unknown) Contains 12 line items across 5 columns. Row labels: Relatedparty; NHSO; NHSG; SIC. Key items: Relatedparty | Dueto | Duefrom | Incomefrom; NHSO | 0023 | 0122 | 0252; NHSG | 1386 |…,144,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0145,0.18888366,2.8106184,ACCOUNTABILITY REPORT,"Financial table on page 145 (Income Statement) Contains 10 line items across 7 columns. Column headers: Consolidated | | | Board | Endowment | ShetlandIJB. Row labels: 2023; £000; 49,996. Key items: 2023 | 2024 | 2024 |…",145,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0146,0.26878688,2.6809769,ACCOUNTABILITY REPORT,"Financial table on page 146 (Unknown) Contains 4 line items across 7 columns. Column headers: Consolidated | | | Board | Endowment | ShetlandIJB. Row labels: 2023; £000; 1,386; 84,435. Key items: 2023 | 2024 | 2024 | 20…",146,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0147,0.21851802,2.5265105,ACCOUNTABILITY REPORT,"Financial table on page 147 (Balance Sheet) Contains 13 line items across 8 columns. Column headers: Consolidated | | | Board | Endowment | IntraGroupadjustment. Row labels: 2023; £000; 35,306; 1,428. Key items: 2023 |…",147,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0148,0.022744354,2.6488872,ACCOUNTABILITY REPORT,"Financial table on page 148 (Balance Sheet) Contains 15 line items across 8 columns. Column headers: Consolidated | | | Board | Endowment | IntraGroupadjustment. Row labels: 2023; £000; 150; 8,113; 47,056. Key items: 20…",148,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0149,0.3272702,2.7005563,ACCOUNTABILITY REPORT,"Financial table on page 149 (Unknown) Contains 10 line items across 8 columns. Column headers: Consolidated | | | Board | Endowment | IntraGroupadjustment. Row labels: 2023; £000; (2,816); 30,797. Key items: 2023 | 2024…",149,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0150,0.2960887,2.4814916,ACCOUNTABILITY REPORT,"Financial table on page 150 (Balance Sheet) Contains 13 line items across 7 columns. Column headers: PriorYear | | Board | Endowment | IntraGroupadjustment | ShetlandIJB. Row labels: Non-currentassets:; Property,plantan…",150,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0151,0.13683021,2.931647,ACCOUNTABILITY REPORT,Financial table on page 151 (Balance Sheet) Contains 15 line items across 7 columns. Column headers: PriorYear | | Board | Endowment | IntraGroupadjustment | ShetlandIJB. Row labels: Assetheldforsale; Totalcurrentassets…,151,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0152,0.37752384,2.8263092,ACCOUNTABILITY REPORT,Financial table on page 152 (Unknown) Contains 10 line items across 7 columns. Column headers: PriorYear | | Board | Endowment | IntraGroupadjustment | ShetlandIJB. Row labels: Totalnon-currentliabilities; Assetslesslia…,152,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0153,0.24453528,3.0003762,ACCOUNTABILITY REPORT,"Financial table on page 153 (Cash Flow) Contains 13 line items across 7 columns. Column headers: Consolidated | | Board | Endowment | IntraGroupAdjustment | ShetlandIJB. Row labels: 2023; £000; (84,435); 4,006. Key item…",153,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0154,0.24830088,2.9199302,ACCOUNTABILITY REPORT,"Financial table on page 154 (Cash Flow) Contains 12 line items across 7 columns. Column headers: Consolidated | | Board | Endowment | IntraGroupAdjustment | ShetlandIJB. Row labels: 2023; £000; (39); (1,756). Key items:…",154,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0155,0.27899194,2.9475698,ACCOUNTABILITY REPORT,"Financial table on page 155 (Cash Flow) Contains 9 line items across 7 columns. Column headers: Consolidated | | Board | Endowment | IntraGroupAdjustment | ShetlandIJB. Row labels: 2023; £000; (47); 1,806; 1,759. Key it…",155,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0156,-0.024184238,3.0590768,ACCOUNTABILITY REPORT,Financial table on page 156 (Cash Flow) Contains 16 line items across 6 columns. Column headers: PriorYear | Board | Endowment | IntraGroupAdjustment | ShetlandIJB | Consolidated. Row labels: Cashflowfromoperatingactivi…,156,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0157,-0.1274309,3.0853972,ACCOUNTABILITY REPORT,Financial table on page 157 (Cash Flow) Contains 13 line items across 6 columns. Column headers: PriorYear | Board | Endowment | IntraGroupAdjustment | ShetlandIJB | Consolidated. Row labels: Movementingeneralfundworkin…,157,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0158_000,5.5526557,11.376742,ACCOUNTABILITY REPORT,"Glossary of commonly abbreviated terms and acronyms, as well as local terms, in the report Acronym Narrative Explanation A&E Accident and Emergency Department AME Annually managed expenditure (a type of non-core funding…",158,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0159_001,6.008647,10.776757,ACCOUNTABILITY REPORT,Office IJB Shetland Islands Health and Social Care Partnership also referred to as Integration Joint Board IG Information Governance IT Information Technology IFRSs International Financial Reporting Standards ISAs Inter…,159,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0160_000,4.0361643,10.897232,ACCOUNTABILITY REPORT,Acronym Narrative Explanation SIC Shetland Islands Council SIRO Senior Information Risk Owner SPFM Scottish Public Finance Manual tCO2e Tonnes of carbon dioxide equivalent VAT Value Added Tax WTE Whole time equivalent v…,160,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0161_000,3.6261683,10.360386,ACCOUNTABILITY REPORT,"Direction by the Scottish Ministers DIRECTIONS BY THE SCOTTISH MINISTERS The Scottish Ministers, in exercise of their functions under section 86(1) and (3) of the National Health Service (Scotland) Act 1978, in relation…",161,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0161_001,3.5308976,10.476019,ACCOUNTABILITY REPORT,"the statement of accounts is prepared. 3, In preparing a statement of accounts in accordance with paragraph 1, NHS Shetland must adhere to any supplementary accounting requirements set out in the following documents whi…",161,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0161_002,3.6670225,10.369857,ACCOUNTABILITY REPORT,"of accounts which it prepares for each financial year. 6. In these Directions — “financial year” has the same meaning as that given by Schedule | of the Interpretation Act 1978, “Government Financial Reporting Manual"" m…",161,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0162_000,3.9343429,10.235062,ACCOUNTABILITY REPORT,NHS Shetland is a Health Board established under section 2(1) of the National Health Service (Scotland) Act 1978 “NHS Shetland Annual Accounts template” means the Excel spreadsheet issued to NHS Shetland by the Scottish…,162,ACCOUNTABILITY REPORT,Financial narrative,False
