arm,doc_id,query_id,difficulty,hit3,chunk_text_truncations,context_truncated,context_chars_used,expected_answer_in_trimmed_context
two_stage,Grampian-2022-2023,Q_2023_AE_07,LEX,1,0,False,4784,False
two_stage,Grampian-2023-2024,Q_2024_FIN_01,LEX,1,0,False,5992,False
two_stage,Grampian-2023-2024,Q_2024_FIN_02,STR,1,0,False,5992,False
two_stage,Grampian-2023-2024,Q_2024_FIN_03,LEX,1,0,False,5992,False
two_stage,Grampian-2023-2024,Q_2024_FIN_04,LEX,1,0,False,5992,False
two_stage,Grampian-2023-2024,Q_2024_FIN_05,LEX,1,0,False,5976,False
two_stage,Grampian-2023-2024,Q_2024_FIN_06,STR,1,0,False,6484,False
two_stage,Grampian-2023-2024,Q_2024_FIN_07,LEX,1,0,False,6023,False
two_stage,Grampian-2023-2024,Q_2024_FIN_08,STR,0,0,False,5200,False
two_stage,Grampian-2023-2024,Q_2024_FIN_09,LEX,1,0,False,6193,True
two_stage,Grampian-2023-2024,Q_2024_FIN_10,LEX,1,0,False,5708,True
two_stage,Grampian-2023-2024,Q_2024_FIN_11,MOD,0,0,False,6389,False
two_stage,Grampian-2023-2024,Q_2024_FIN_12,MOD,1,0,False,5633,False
two_stage,Grampian-2023-2024,Q_2024_FIN_13,LEX,0,0,False,7036,True
two_stage,Grampian-2023-2024,Q_2024_FIN_14,STR,0,0,False,6033,False
two_stage,Grampian-2023-2024,Q_2024_SAV_01,LEX,1,0,False,7189,False
two_stage,Grampian-2023-2024,Q_2024_SAV_02,LEX,1,0,False,7218,False
two_stage,Grampian-2023-2024,Q_2024_SAV_03,MOD,1,0,False,7111,False
two_stage,Grampian-2023-2024,Q_2024_SAV_04,STR,1,0,False,6999,False
two_stage,Grampian-2023-2024,Q_2024_SAV_05,MOD,1,0,False,6454,False
two_stage,Grampian-2023-2024,Q_2024_SAV_06,STR,1,0,False,6926,False
two_stage,Grampian-2023-2024,Q_2024_IJB_01,LEX,1,0,False,1984,False
two_stage,Grampian-2023-2024,Q_2024_IJB_02,LEX,1,0,False,1984,False
two_stage,Grampian-2023-2024,Q_2024_IJB_03,LEX,1,0,False,2827,False
two_stage,Grampian-2023-2024,Q_2024_IJB_04,MOD,1,0,False,3000,False
two_stage,Grampian-2023-2024,Q_2024_IJB_05,LEX,1,0,False,3746,True
two_stage,Grampian-2023-2024,Q_2024_IJB_06,STR,1,0,False,3650,False
two_stage,Grampian-2023-2024,Q_2024_IJB_07,MOD,1,0,False,5633,True
two_stage,Grampian-2023-2024,Q_2024_IJB_08,STR,1,0,False,3131,False
two_stage,Grampian-2023-2024,Q_2024_AE_01,LEX,1,0,False,5092,False
two_stage,Grampian-2023-2024,Q_2024_AE_02,LEX,1,0,False,4934,False
two_stage,Grampian-2023-2024,Q_2024_AE_03,LEX,1,0,False,5052,False
two_stage,Grampian-2023-2024,Q_2024_AE_04,MOD,1,0,False,5100,False
two_stage,Grampian-2023-2024,Q_2024_AE_05,LEX,1,0,False,5354,True
two_stage,Grampian-2023-2024,Q_2024_AE_06,MOD,1,0,False,4637,False
two_stage,Grampian-2023-2024,Q_2024_DEL_01,LEX,1,0,False,6525,True
two_stage,Grampian-2023-2024,Q_2024_DEL_02,MOD,0,0,False,6472,False
two_stage,Grampian-2023-2024,Q_2024_DEL_03,LEX,1,0,False,6525,False
two_stage,Grampian-2023-2024,Q_2024_DEL_04,MOD,1,0,False,6421,False
two_stage,Grampian-2023-2024,Q_2024_DEL_05,STR,1,0,False,6207,False
two_stage,Grampian-2023-2024,Q_2024_ESC_01,LEX,1,0,False,6378,False
two_stage,Grampian-2023-2024,Q_2024_ESC_02,MOD,0,0,False,6524,False
two_stage,Grampian-2023-2024,Q_2024_ESC_03,MOD,1,0,False,5807,False
two_stage,Grampian-2023-2024,Q_2024_ESC_04,MOD,1,0,False,6347,False
two_stage,Grampian-2023-2024,Q_2024_GOPES_01,LEX,1,0,False,5816,False
two_stage,Grampian-2023-2024,Q_2024_GOPES_02,STR,1,0,False,6299,False
two_stage,Grampian-2023-2024,Q_2024_GOV_01,LEX,1,0,False,7260,False
two_stage,Grampian-2023-2024,Q_2024_GOV_02,MOD,1,0,False,6464,False
two_stage,Grampian-2023-2024,Q_2024_GOV_03,MOD,0,0,False,7041,False
two_stage,Grampian-2023-2024,Q_2024_GOV_04,LEX,1,0,False,5144,False
two_stage,Grampian-2023-2024,Q_2024_GOV_05,LEX,1,0,False,7180,False
two_stage,Grampian-2024-2025,Q_2025_FIN_01,STR,0,0,False,6275,False
two_stage,Grampian-2024-2025,Q_2025_FIN_02,MOD,1,0,False,5887,False
two_stage,Grampian-2024-2025,Q_2025_FIN_03,MOD,1,0,False,5439,False
two_stage,Grampian-2024-2025,Q_2025_FIN_04,LEX,1,0,False,5694,False
two_stage,Grampian-2024-2025,Q_2025_FIN_05,LEX,1,0,False,5594,False
two_stage,Grampian-2024-2025,Q_2025_FIN_06,STR,1,0,False,5643,True
two_stage,Grampian-2024-2025,Q_2025_FIN_07,LEX,1,0,False,6170,False
two_stage,Grampian-2024-2025,Q_2025_FIN_P1,MOD,1,0,False,6361,False
two_stage,Grampian-2024-2025,Q_2025_FIN_08,MOD,0,0,False,6429,False
two_stage,Grampian-2024-2025,Q_2025_FIN_09,LEX,1,0,False,4761,False
two_stage,Grampian-2024-2025,Q_2025_FIN_P2,LEX,1,0,False,5133,False
two_stage,Grampian-2024-2025,Q_2025_SAV_01,STR,0,0,False,5894,False
two_stage,Grampian-2024-2025,Q_2025_SAV_02,MOD,0,0,False,5861,False
two_stage,Grampian-2024-2025,Q_2025_SAV_03,MOD,1,0,False,6685,True
two_stage,Grampian-2024-2025,Q_2025_SAV_04,LEX,1,0,False,5537,True
two_stage,Grampian-2024-2025,Q_2025_SAV_P1,MOD,1,0,False,6771,False
two_stage,Grampian-2024-2025,Q_2025_SAV_P2,MOD,1,0,False,6544,False
two_stage,Grampian-2024-2025,Q_2025_IJB_01,LEX,1,0,False,4686,True
two_stage,Grampian-2024-2025,Q_2025_IJB_02,LEX,1,0,False,4084,False
two_stage,Grampian-2024-2025,Q_2025_IJB_03,MOD,1,0,False,2217,True
two_stage,Grampian-2024-2025,Q_2025_IJB_04,LEX,1,0,False,2922,True
two_stage,Grampian-2024-2025,Q_2025_IJB_05,LEX,1,0,False,4605,True
two_stage,Grampian-2024-2025,Q_2025_IJB_06,LEX,1,0,False,3306,True
two_stage,Grampian-2024-2025,Q_2025_IJB_P1,STR,1,0,False,6356,False
two_stage,Grampian-2024-2025,Q_2025_AE_01,STR,0,0,False,6704,False
two_stage,Grampian-2024-2025,Q_2025_AE_02,MOD,1,0,False,5085,True
two_stage,Grampian-2024-2025,Q_2025_AE_03,LEX,1,0,False,5121,True
two_stage,Grampian-2024-2025,Q_2025_AE_04,LEX,1,0,False,4867,True
two_stage,Grampian-2024-2025,Q_2025_AE_P1,MOD,1,0,False,3666,False
two_stage,Grampian-2024-2025,Q_2025_DEL_01,LEX,1,0,False,4693,True
two_stage,Grampian-2024-2025,Q_2025_DEL_02,LEX,1,0,False,5550,True
two_stage,Grampian-2024-2025,Q_2025_DEL_03,LEX,1,0,False,5002,True
two_stage,Grampian-2024-2025,Q_2025_DEL_04,LEX,1,0,False,4793,True
two_stage,Grampian-2024-2025,Q_2025_DEL_P1,LEX,0,0,False,6962,True
two_stage,Grampian-2024-2025,Q_2025_STR_01,LEX,1,0,False,6129,False
two_stage,Grampian-2024-2025,Q_2025_ESC_01,STR,1,0,False,6784,True
two_stage,Grampian-2024-2025,Q_2025_ESC_02,LEX,1,0,False,7075,True
two_stage,Grampian-2024-2025,Q_2025_ESC_P1,MOD,1,0,False,7133,False
two_stage,Grampian-2024-2025,Q_2025_ESC_P2,MOD,1,0,False,6679,False
two_stage,Grampian-2024-2025,Q_2025_PLAN_01,STR,1,0,False,7077,False
two_stage,Grampian-2024-2025,Q_2025_GOPES_01,STR,1,0,False,6116,False
two_stage,Grampian-2024-2025,Q_2025_FIN_10,STR,1,0,False,5923,False
two_stage,Grampian-2024-2025,Q_2025_FIN_11,LEX,1,0,False,5447,True
two_stage,Grampian-2024-2025,Q_2025_FIN_12,LEX,1,0,False,4201,False
two_stage,Grampian-2024-2025,Q_2025_FIN_13,LEX,1,0,False,6077,True
two_stage,Grampian-2024-2025,Q_2025_GOV_01,LEX,1,0,False,6040,False
two_stage,Grampian-2024-2025,Q_2025_FIN_P3,STR,1,0,False,6435,False
two_stage,Grampian-2024-2025,Q_2025_FIN_17,LEX,1,0,False,5447,True
two_stage,Grampian-2024-2025,Q_2025_FIN_18,MOD,1,0,False,4744,False
two_stage,Grampian-2024-2025,Q_2025_GOV_02,MOD,1,0,False,4693,False
